,,,,,,,,,,,,,,,,,,,,,,,
2026학년도 1학기 시간표(강의실별),,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,정보공학관 914 강의실,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,구분,,월,,,화,,,수,,,,목,,,금,,,,토,,,
,"1교시
(09:00 - 09:50)",,(학),기초수학,,,,,,,,,,,,(학),기초수학,,,,,,
,,,김양곡,,,,,,,,,,,,,김양곡,,,,,,,
,"2교시
(10:00 - 10:50)",,,,,,,,,,,,,,,(학),기초수학,,,,,,
,,,,,,,,,,,,,,,,김양곡,,,,,,,
,"3교시
(11:00 - 11:50)",,(학),프로젝트와기업가정신,,,,,,,,,,,,,,,,,,,
,,,안장혁,,,,,,,,,,,,,,,,,,,,
,"4교시
(12:00 - 12:50)",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,"5교시
(13:00 - 13:50)",,,,,,,,,,,,(학),기초수학,,,,,,,,,
,,,,,,,,,,,,,김양곡,,,,,,,,,,
,"6교시
(14:00 - 14:50)",,,,,,,,,,,,(학),기초수학,,,,,,,,,
,,,,,,,,,,,,,김양곡,,,,,,,,,,
,"7교시
(15:00 - 15:50)",,(학),ICT기반의창조경제,,,,,(학),기초수학,,,(학),기초수학,,,,,,,,,
,,,권오준,,,,,,김양곡,,,,김양곡,,,,,,,,,,
,"8교시
(16:00 - 16:50)",,(학),ICT기반의창조경제,,(학),지도교수멘토링Ⅶ,,(학),기초수학,,,(학),기초수학,,,,,,,,,
,,,권오준,,,권순각,,,김양곡,,,,김양곡,,,,,,,,,,
,"9교시
(17:00 - 17:50)",,,,,,,,(학),※콜라보인성의실천,,,,,,,,,,,,,
,,,,,,,,,박유현,,,,,,,,,,,,,,
,"1교시
(18:00 - 18:45)",,,,,,,,(학),※콜라보인성의실천,,,,,,,,,,,,,
,,,,,,,,,박유현,,,,,,,,,,,,,,
,"2교시
(18:50 - 19:35)",,,,,,,,(대),디지털신호처리특론,,,(대),AI프로그래밍입문,,,,,,,,,
,,,,,,,,,권순각,,,,권순각,,,,,,,,,,
,"3교시
(19:40 - 20:25)",,,,,,,,(대),디지털신호처리특론,,,(대),AI프로그래밍입문,,,,,,,,,
,,,,,,,,,권순각,,,,권순각,,,,,,,,,,
,"4교시
(20:30 - 21:15)",,,,,,,,(대),디지털신호처리특론,,,(대),AI프로그래밍입문,,,,,,,,,
,,,,,,,,,권순각,,,,권순각,,,,,,,,,,
,"5교시
(21:20 - 22:05)",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,"▣ 범례 : (학) 학부, (대) 대학원, (행) 행정, (경) 경영, (산) 산업기술, (교) 교육, (중) 중소기업, (영) 영상대학원, ※ 팀티칭강좌 ",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
